gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,SL.cellline,SL.pubmed_id,SL.source,SL.statistic_score
snRNP-U1-70K,33982,spn-A,43577,null,19543366,GenomeRNAi,0.5
snRNP-U1-70K,33982,U2A,35713,null,22036573,BioGRID,null
Hsp70Bc,48583,spn-A,43577,null,19543366,GenomeRNAi,0.5
eIF4A,33835,spn-A,43577,null,19543366,GenomeRNAi,0.5
Utx,34377,Lpt,37795,null,22569554,BioGrid,0.4
CG1409,31689,spn-A,43577,null,19543366,GenomeRNAi,0.5
Mtl,43319,spn-A,43577,null,19543366,GenomeRNAi,0.5
Xpc,36697,spn-A,43577,null,19543366,GenomeRNAi,0.5
Hml,39529,spn-A,43577,null,19543366,GenomeRNAi,0.5
ATPsynB,39143,spn-A,43577,null,19543366,GenomeRNAi,0.5
CycB,37618,spn-A,43577,null,19543366,GenomeRNAi,0.5
rl,3354888,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpII140,41721,spn-A,43577,null,19543366,GenomeRNAi,0.5
Aldh-III,45398,spn-A,43577,null,19543366,GenomeRNAi,0.5
ctrip,40596,spn-A,43577,null,19543366,GenomeRNAi,0.5
14-3-3epsilon,42186,spn-A,43577,null,19543366,GenomeRNAi,0.5
14-3-3epsilon,42186,CG4570,41306,null,22036573,BioGRID,null
scrt,38469,spn-A,43577,null,19543366,GenomeRNAi,0.75
Etl1,34311,spn-A,43577,null,19543366,GenomeRNAi,0.5
lola,44548,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG8545,36365,spn-A,43577,null,19543366,GenomeRNAi,0.5
mus312,38809,Blm,41366,null,19595722,BioGrid,0.4
MED11,40042,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG17724,246682,spn-A,43577,null,19543366,GenomeRNAi,0.5
Hsp70Ba,44921,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rpb8,40415,spn-A,43577,null,19543366,GenomeRNAi,0.75
abd-A,42037,spn-A,43577,null,19543366,GenomeRNAi,0.5
htk,32877,spn-A,43577,null,19543366,GenomeRNAi,0.5
eIF4E4,38743,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS28b,31897,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS3,42761,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rpt4R,39351,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG9588,41672,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG15395,33447,spn-A,43577,null,19543366,GenomeRNAi,0.5
Hey,35764,spn-A,43577,null,19543366,GenomeRNAi,0.75
mask,50070,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG17715,3355129,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS27,43039,spn-A,43577,null,19543366,GenomeRNAi,0.5
Prosalpha4,32584,spn-A,43577,null,19543366,GenomeRNAi,0.5
MED8,37305,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG44008,14462750,spn-A,43577,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vha16-1,44307,null,19543366,GenomeRNAi,0.5
spn-A,43577,Thd1,43796,null,19543366,GenomeRNAi,0.5
spn-A,43577,Tpst,32312,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vsx2,31469,null,19543366,GenomeRNAi,0.5
spn-A,43577,Ten-a,32183,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vsx1,31470,null,19543366,GenomeRNAi,0.75
spn-A,43577,velo,38748,null,19543366,GenomeRNAi,0.5
spn-A,43577,Su(H),34881,null,19543366,GenomeRNAi,0.5
spn-A,43577,Trxr-1,31760,null,19543366,GenomeRNAi,0.5
spn-A,43577,Tor,47396,null,19543366,GenomeRNAi,0.5
spn-A,43577,Ubqn,32977,null,19543366,GenomeRNAi,0.75
spn-A,43577,Trf2,31773,null,19543366,GenomeRNAi,0.75
spn-A,43577,wts,43651,null,19543366,GenomeRNAi,0.5
spn-A,43577,Tfb1,36598,null,19543366,GenomeRNAi,0.75
spn-A,43577,Vha44,36826,null,19543366,GenomeRNAi,0.75
spn-A,43577,Taf10b,33468,null,19543366,GenomeRNAi,0.75
spn-A,43577,U2A,35713,null,19543366,GenomeRNAi,0.75
spn-A,43577,Tlk,318206,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vps13,35693,null,19543366,GenomeRNAi,0.5
spn-A,43577,TfIIB,34430,null,19543366,GenomeRNAi,0.5
spn-A,43577,Taf10,33469,null,19543366,GenomeRNAi,0.5
spn-A,43577,spn-B,41746,null,19543366,GenomeRNAi,0.5
spn-A,43577,VhaM9.7-b,40389,null,19543366,GenomeRNAi,0.5
spn-A,43577,Taf4,39765,null,19543366,GenomeRNAi,0.5
spn-A,43577,UbcE2M,38916,null,19543366,GenomeRNAi,0.75
spn-A,43577,unc,33093,null,19543366,GenomeRNAi,0.5
spn-A,43577,vri,33759,null,19543366,GenomeRNAi,0.5
spn-A,43577,TrxT,31443,null,19543366,GenomeRNAi,0.5
spn-A,43577,Xpac,31357,null,19543366,GenomeRNAi,0.75
spn-A,43577,sun,44046,null,19543366,GenomeRNAi,0.5
spn-A,43577,Uba2,44496,null,19543366,GenomeRNAi,0.75
spn-A,43577,Txl,38646,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vha14-1,36731,null,19543366,GenomeRNAi,0.5
spn-A,43577,Xrp1,42267,null,19543366,GenomeRNAi,0.5
spn-A,43577,Tace,43558,null,19543366,GenomeRNAi,0.5
spn-A,43577,Tsc1,42862,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vha14-2,40748,null,19543366,GenomeRNAi,0.5
spn-A,43577,VhaAC45,35944,null,19543366,GenomeRNAi,0.5
spn-A,43577,Taf11,34293,null,19543366,GenomeRNAi,0.5
spn-A,43577,Trx-2,34281,null,19543366,GenomeRNAi,0.5
spn-A,43577,Tip60,31362,null,19543366,GenomeRNAi,0.5
spn-A,43577,Ssl1,40509,null,19543366,GenomeRNAi,0.5
spn-A,43577,srp,41944,null,19543366,GenomeRNAi,0.75
spn-A,43577,Vps25,35847,null,19543366,GenomeRNAi,0.75
spn-A,43577,VhaPPA1-1,45247,null,19543366,GenomeRNAi,0.5
spn-A,43577,Vha100-4,42214,null,19543366,GenomeRNAi,0.5
spn-A,43577,Xpd,37414,null,19543366,GenomeRNAi,0.5
spn-A,43577,CCT1,42649,null,19543366,GenomeRNAi,0.5
spn-A,43577,Traf4,33638,null,19543366,GenomeRNAi,0.5
gig,40201,Pp1-13C,48531,null,26350902,BioGrid,0.4
gig,40201,rb,31381,null,23447678,Text Mining,0.75
gig,40201,CG44153,34341,null,26350902,BioGrid,0.4
gig,40201,Tsc1,42862,null,16115814;23447678,Text Mining,0.81
gig,40201,Pitslre,40292,null,26350902,BioGrid,0.4
gig,40201,Nak,35154,null,26350902,BioGrid,0.4
gig,40201,Cdk5alpha,34385,null,26350902,BioGrid,0.4
gig,40201,acj6,47080,null,26350902,BioGrid,0.4
gig,40201,CycT,39961,null,26350902,BioGrid,0.4
gig,40201,mRNA-cap,32379,null,26350902,BioGrid,0.4
gig,40201,CG2577,32188,null,26350902,BioGrid,0.4
gig,40201,Rheb,117332,null,23447678,Text Mining,0.25
gig,40201,Cdk4,36854,null,26350902,BioGrid,0.4
gig,40201,Rbf,31027,null,21814623;23447678,Text Mining,0.75
gig,40201,Pp1-87B,49260,null,26350902,BioGrid,0.4
gig,40201,Lkb1,41673,null,23447678,Text Mining,0.25
Camta,35974,spn-A,43577,null,19543366,GenomeRNAi,0.5
grau,45871,spn-A,43577,null,19543366,GenomeRNAi,0.5
Mes2,40514,spn-A,43577,null,19543366,GenomeRNAi,0.5
Hsp70Bb,48582,spn-A,43577,null,19543366,GenomeRNAi,0.5
TBPH,37781,Ubqn,32977,null,20154090,BioGrid,0.4
CG15399,33472,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG5466,42444,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG42304,38332,spn-A,43577,null,19543366,GenomeRNAi,0.5
Pect,34716,spn-A,43577,null,19543366,GenomeRNAi,0.5
Myo10A,32028,spn-A,43577,null,19543366,GenomeRNAi,0.5
Sec23,40694,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG6153,34675,spn-A,43577,null,19543366,GenomeRNAi,0.5
Fkbp12,37214,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG13675,38907,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG7990,32909,spn-A,43577,null,19543366,GenomeRNAi,0.5
MED26,43816,spn-A,43577,null,19543366,GenomeRNAi,0.75
ValRS,45783,spn-A,43577,null,19543366,GenomeRNAi,0.75
Lim3,35184,Gnf1,40607,null,14605208,BioGRID,null
Lim3,35184,spn-A,43577,null,19543366,GenomeRNAi,0.5
DNApol-epsilon58,38661,spn-A,43577,null,19543366,GenomeRNAi,0.5
Mat1,36130,spn-A,43577,null,19543366,GenomeRNAi,0.75
RpII15,41741,spn-A,43577,null,19543366,GenomeRNAi,0.5
dsh,32078,Rho1,36775,null,9153394,BioGRID,null
dsh,32078,bsk,44801,null,17032066,BioGRID,null
dsh,32078,Axn,43565,null,12072470,BioGRID,null
dsh,32078,Rac1,38146,null,10985385,BioGRID,null
dsh,32078,spn-A,43577,null,19543366,GenomeRNAi,0.5
dsh,32078,wg,34009,null,8149913,BioGRID,null
Chrac-14,3772329,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG34315,5740282,spn-A,43577,null,19543366,GenomeRNAi,0.5
Blm,41366,mms4,36136,null,17603121,Text Mining,1.0
Blm,41366,mus81,31044,null,17603121,Text Mining,1.0
CG16734,41100,spn-A,43577,null,19543366,GenomeRNAi,0.5
Gnf1,40607,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG32700,31896,spn-A,43577,null,19543366,GenomeRNAi,0.5
Cyp6a2,35587,spn-A,43577,null,19543366,GenomeRNAi,0.5
GstZ2,41133,spn-A,43577,null,19543366,GenomeRNAi,0.5
nw,3772015,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG34386,5740303,spn-A,43577,null,19543366,GenomeRNAi,0.75
NaPi-III,39255,spn-A,43577,null,19543366,GenomeRNAi,0.5
Prat,40935,MP1,40541,null,21441212,Text Mining,0.25
CG14230,32984,spn-A,43577,null,19543366,GenomeRNAi,0.75
mamo,32353,spn-A,43577,null,19543366,GenomeRNAi,0.5
hbn,47894,spn-A,43577,null,19543366,GenomeRNAi,0.5
eEF1alpha2,43736,spn-A,43577,null,19543366,GenomeRNAi,0.5
bsk,44801,rb,31381,null,23447678,Text Mining,0.25
bsk,44801,dap,36001,null,23447678,Text Mining,0.25
bsk,44801,Tsc1,42862,null,23447678,Text Mining,0.25
bsk,44801,Rheb,117332,null,23447678,Text Mining,0.25
bsk,44801,Lkb1,41673,null,23447678,Text Mining,0.25
bsk,44801,gig,40201,null,23447678,Text Mining,0.25
bsk,44801,Crtc,39970,null,23447678,Text Mining,1.0
Ubqn,32977,Prosalpha7,36018,null,22215586,BioGRID,null
Ubqn,32977,Tlk,318206,null,22036573,BioGRID,null
Ubqn,32977,Prosbeta2,39628,null,22215586,BioGRID,null
Ubqn,32977,CycE,34924,null,14605208,BioGRID,null
Ubqn,32977,Rpt6,33105,null,22215586,BioGRID,null
Ubqn,32977,Rpn10,40388,null,21973017,BioGRID,null
RpS17,39088,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rpt1,35701,spn-A,43577,null,19543366,GenomeRNAi,0.5
bru1,34648,spn-A,43577,null,19543366,GenomeRNAi,0.5
Orc3,36454,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG31785,318940,spn-A,43577,null,19543366,GenomeRNAi,0.5
l(3)mbt,43288,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG6418,39218,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG30382,246582,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpL19,37995,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG33158,39834,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG9426,34719,spn-A,43577,null,19543366,GenomeRNAi,0.75
Rpt3R,41190,spn-A,43577,null,19543366,GenomeRNAi,0.5
pan,43769,spn-A,43577,null,19543366,GenomeRNAi,0.5
Stacl,5740318,spn-A,43577,null,19543366,GenomeRNAi,0.5
Droj2,41646,spn-A,43577,null,19543366,GenomeRNAi,0.75
Ciao1,36655,spn-A,43577,null,19543366,GenomeRNAi,0.75
rad,32253,spn-A,43577,null,19543366,GenomeRNAi,0.5
Sos,34790,spn-A,43577,null,19543366,GenomeRNAi,0.5
S-Lap8,36844,spn-A,43577,null,19543366,GenomeRNAi,0.5
l(2)k09022,33960,spn-A,43577,null,19543366,GenomeRNAi,0.5
RnrS,36280,spn-A,43577,null,19543366,GenomeRNAi,0.5
CoRest,32941,spn-A,43577,null,19543366,GenomeRNAi,0.5
sno,32273,spn-A,43577,null,19543366,GenomeRNAi,0.5
rictor,32919,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG7483,40987,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG42724,40785,spn-A,43577,null,19543366,GenomeRNAi,0.75
RPA3,32113,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpL4,43349,spn-A,43577,null,19543366,GenomeRNAi,0.5
ATPsynGL,34054,spn-A,43577,null,19543366,GenomeRNAi,0.5
slmb,42504,spn-A,43577,null,19543366,GenomeRNAi,0.75
hay,39202,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG15141,35044,spn-A,43577,null,19543366,GenomeRNAi,0.5
Nup62,36830,spn-A,43577,null,19543366,GenomeRNAi,0.75
RpL7A,31588,spn-A,43577,null,19543366,GenomeRNAi,0.5
Prosbeta7,40639,spn-A,43577,null,19543366,GenomeRNAi,0.5
Jon44E,35853,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rac1,38146,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG6888,39658,spn-A,43577,null,19543366,GenomeRNAi,0.5
eRF3,34658,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rpt6,33105,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG4884,43357,spn-A,43577,null,19543366,GenomeRNAi,0.5
Dref,34328,spn-A,43577,null,19543366,GenomeRNAi,0.5
Sin3A,36382,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG7031,42704,spn-A,43577,null,19543366,GenomeRNAi,0.5
dap,36001,rb,31381,null,23447678,Text Mining,0.25
dap,36001,Rheb,117332,null,23447678,Text Mining,0.25
dap,36001,gig,40201,null,23447678,Text Mining,0.25
dap,36001,Lkb1,41673,null,23447678,Text Mining,0.25
dap,36001,Tsc1,42862,null,23447678,Text Mining,0.25
Pi3K68D,39329,spn-A,43577,null,19543366,GenomeRNAi,0.5
C15,42544,spn-A,43577,null,19543366,GenomeRNAi,0.5
rept,40092,spn-A,43577,null,19543366,GenomeRNAi,0.75
Proc,250710,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS3A,43768,spn-A,43577,null,19543366,GenomeRNAi,0.5
siz,40327,spn-A,43577,null,19543366,GenomeRNAi,0.5
MESR4,36986,spn-A,43577,null,19543366,GenomeRNAi,0.75
mia,40667,spn-A,43577,null,19543366,GenomeRNAi,0.5
Pink1,31607,Drp1,33445,null,19056353,BioGRID,null
Pink1,31607,rictor,32919,null,23348839,BioGRID,null
Pink1,31607,mask,50070,null,25743185,BioGRID,null
RpS4,39484,spn-A,43577,null,19543366,GenomeRNAi,0.5
BtbVII,38376,spn-A,43577,null,19543366,GenomeRNAi,0.5
MED27,40696,spn-A,43577,null,19543366,GenomeRNAi,0.75
Rpt2,42828,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rpt2,42828,Pomp,35342,null,22036573,BioGRID,null
sns,44097,spn-A,43577,null,19543366,GenomeRNAi,0.5
PrBP,34196,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG44422,32063,spn-A,43577,null,19543366,GenomeRNAi,0.5
Pfas,33847,Prat,40935,null,21441212,Text Mining,0.5
Pfas,33847,MP1,40541,null,21441212,Text Mining,0.25
Ercc1,36654,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG18599,42191,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG42337,40335,spn-A,43577,null,19543366,GenomeRNAi,0.5
Gcn5,39431,spn-A,43577,null,19543366,GenomeRNAi,0.5
Mst57Da,47954,spn-A,43577,null,19543366,GenomeRNAi,0.5
can,45432,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG32137,39537,spn-A,43577,null,19543366,GenomeRNAi,0.5
pcs,36674,spn-A,43577,null,19543366,GenomeRNAi,0.5
luna,2768719,spn-A,43577,null,19543366,GenomeRNAi,0.75
RpL6,43723,spn-A,43577,null,19543366,GenomeRNAi,0.5
ct,44540,spn-A,43577,null,19543366,GenomeRNAi,0.75
RpL21,35453,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpL21,35453,Sin3A,36382,null,14605208,BioGRID,null
PPP1R15,37820,spn-A,43577,null,19543366,GenomeRNAi,0.75
Rheb,117332,Tsc1,42862,null,23447678,Text Mining,0.25
trr,31149,Lpt,37795,null,22569554,BioGRID,null
mRNA-cap,32379,spn-A,43577,null,19543366,GenomeRNAi,0.5
ara,39439,spn-A,43577,null,19543366,GenomeRNAi,0.75
Prosbeta2,39628,spn-A,43577,null,19543366,GenomeRNAi,0.5
Claspin,326205,spn-A,43577,null,19543366,GenomeRNAi,0.5
psq,36118,spn-A,43577,null,19543366,GenomeRNAi,0.5
smt3,33981,GstE6,37111,null,22036573,BioGRID,null
smt3,33981,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rbf,31027,Tsc1,42862,null,20808898,BioGRID,null
Rbf,31027,sdt,44861,null,24809668,Text Mining,1.0
Rbf,31027,Axn,43565,null,24809668,BioGRID,null
Rbf,31027,bsk,44801,null,25089524,BioGRID,null
Rbf,31027,dap,36001,null,11880344,BioGRID,null
Rbf,31027,wg,34009,null,24809668,Text Mining,1.0
Rbf,31027,CycE,34924,null,23550128,BioGRID,null
Rbf,31027,Rheb,117332,null,20808898,BioGRID,null
Rbf,31027,CycD,32551,null,10970848,BioGRID,null
Rpb5,36160,spn-A,43577,null,19543366,GenomeRNAi,0.5
lok,35288,mof,31518,null,23347679,Text Mining,0.25
lok,35288,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpL37A,44783,spn-A,43577,null,19543366,GenomeRNAi,0.5
fs(1)Ya,31263,spn-A,43577,null,19543366,GenomeRNAi,0.5
Sans,36427,spn-A,43577,null,19543366,GenomeRNAi,0.5
shep,38605,spn-A,43577,null,19543366,GenomeRNAi,0.5
polo,40232,spn-A,43577,null,19543366,GenomeRNAi,0.5
eIF5B,44261,spn-A,43577,null,19543366,GenomeRNAi,0.5
pps,41524,spn-A,43577,null,19543366,GenomeRNAi,0.5
Lgr4,5740505,spn-A,43577,null,19543366,GenomeRNAi,0.5
mus81,31044,spn-A,43577,null,17603121;19543366,Text Mining;GenomeRNAi,0.47
dup,47121,Ubqn,32977,null,22036573,BioGRID,null
dup,47121,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG3124,37688,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpS30,42470,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG3594,37964,spn-A,43577,null,19543366,GenomeRNAi,0.5
crp,34956,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG12054,43694,spn-A,43577,null,19543366,GenomeRNAi,0.5
PsGEF,31224,spn-A,43577,null,19543366,GenomeRNAi,0.5
PsGEF,31224,Rac1,38146,null,19422675,BioGRID,null
S6k,38654,spn-A,43577,null,19543366,GenomeRNAi,0.5
Jafrac1,53578,spn-A,43577,null,19543366,GenomeRNAi,0.5
Chchd3,43672,spn-A,43577,null,19543366,GenomeRNAi,0.75
GstE14,36467,spn-A,43577,null,19543366,GenomeRNAi,0.5
E(bx),44811,spn-A,43577,null,19543366,GenomeRNAi,0.75
Pdk1,38017,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG42594,8674091,spn-A,43577,null,19543366,GenomeRNAi,0.5
CDC45L,31052,spn-A,43577,null,19543366,GenomeRNAi,0.5
fs(1)h,31722,spn-A,43577,null,19543366,GenomeRNAi,0.5
fs(1)h,31722,Rac1,38146,null,25184680,BioGRID,null
RpS6,31700,spn-A,43577,null,19543366,GenomeRNAi,0.5
ATPsynF,37931,spn-A,43577,null,19543366,GenomeRNAi,0.5
CCT1,42649,Rpt1,35701,null,22036573,BioGRID,null
scyl,39270,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG42750,35090,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG8517,37268,spn-A,43577,null,19543366,GenomeRNAi,0.5
p53,2768677,spn-A,43577,null,19543366,GenomeRNAi,0.5
east,46006,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG14421,31285,spn-A,43577,null,19543366,GenomeRNAi,0.75
Prosalpha6T,34726,spn-A,43577,null,19543366,GenomeRNAi,0.5
GstE3,37108,spn-A,43577,null,19543366,GenomeRNAi,0.5
Hsc70Cb,39557,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG31917,326171,spn-A,43577,null,19543366,GenomeRNAi,0.5
crn,31208,spn-A,43577,null,19543366,GenomeRNAi,0.75
RpL32,43573,spn-A,43577,null,19543366,GenomeRNAi,0.5
hang,32613,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG32772,31420,spn-A,43577,null,19543366,GenomeRNAi,0.5
Cpr66D,38990,spn-A,43577,null,19543366,GenomeRNAi,0.5
Elys,32971,spn-A,43577,null,19543366,GenomeRNAi,0.75
GstS1,36927,ATPsyndelta,31950,null,22036573,BioGRID,null
GstS1,36927,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG6262,36833,spn-A,43577,null,19543366,GenomeRNAi,0.5
mura,41145,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rrp1,33500,spn-A,43577,null,19543366,GenomeRNAi,0.75
nej,43856,spn-A,43577,null,19543366,GenomeRNAi,0.5
mre11,34565,spn-A,43577,null,19543366,GenomeRNAi,0.5
blw,37617,spn-A,43577,null,19543366,GenomeRNAi,0.5
Gclm,248194,spn-A,43577,null,19543366,GenomeRNAi,0.75
Scr,40833,spn-A,43577,null,19543366,GenomeRNAi,0.75
Scr,40833,Su(H),34881,null,25869471,BioGRID,null
RpL24,34754,spn-A,43577,null,19543366,GenomeRNAi,0.5
Myc,31310,rept,40092,null,16087886,BioGRID,null
Myc,31310,hay,39202,null,26074141,BioGRID,null
Myc,31310,Gcn5,39431,null,17311883,BioGRID,null
Myc,31310,p53,2768677,null,24561262,BioGRID,null
Myc,31310,pont,53439,null,16087886,BioGRID,null
Myc,31310,spn-A,43577,null,19543366,GenomeRNAi,0.75
CG14459,40476,spn-A,43577,null,19543366,GenomeRNAi,0.5
rdgA,31826,spn-A,43577,null,19543366,GenomeRNAi,0.5
Prosbeta3,41079,spn-A,43577,null,19543366,GenomeRNAi,0.5
CG9065,32439,spn-A,43577,null,19543366,GenomeRNAi,0.5
Gclc,53581,spn-A,43577,null,19543366,GenomeRNAi,0.5
FoxL1,38471,spn-A,43577,null,19543366,GenomeRNAi,0.5
PI31,36277,spn-A,43577,null,19543366,GenomeRNAi,0.5
gfzf,40858,spn-A,43577,null,19543366,GenomeRNAi,0.5
RpL10,43864,spn-A,43577,null,19543366,GenomeRNAi,0.5
wg,34009,FZD3,7976,null,9147651,BioGRID,null
CG43347,31991,spn-A,43577,null,19543366,GenomeRNAi,0.75
eIF2gamma,41843,spn-A,43577,null,19543366,GenomeRNAi,0.5
da,34413,spn-A,43577,null,19543366,GenomeRNAi,0.5
MED19,39987,spn-A,43577,null,19543366,GenomeRNAi,0.5
Prosalpha7,36018,spn-A,43577,null,19543366,GenomeRNAi,0.5
Rho1,36775,spn-A,43577,null,19543366,GenomeRNAi,0.5
