gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,SL.cellline,SL.pubmed_id,SL.source,SL.statistic_score
PYCR3,65263,TP53,7157,null,26427375,computer analysis,0.3
PYCR3,65263,RECQL4,9401,null,25171417,Daisy,0.2
PYCR3,65263,SCRIB,23513,null,25171417,Daisy,0.2
PYCR3,65263,BRCA1,672,null,26427375,computer analysis,0.3
PYCR3,65263,TSTA3,7264,null,25171417,Daisy,0.2
KCND3,3752,OMD,4958,null,25171417,computer analysis,0.3
KCND3,3752,EMX1,2016,null,25171417,computer analysis,0.3
KCND3,3752,MEOX2,4223,null,25171417,computer analysis,0.3
KCND3,3752,PPP1R3A,5506,null,25171417,computer analysis,0.3
TG,7038,TP53,7157,null,26427375,computer analysis,0.3
TG,7038,ATM,472,null,26427375,computer analysis,0.3
DEPP1,11067,UNCX,340260,null,29959327,ISLE,0.3
CD96,10225,HRAS,3265,null,19490893,GenomeRNAi,0.458
CD96,10225,NRAS,4893,null,19490893,GenomeRNAi,0.458
CD96,10225,KRAS,3845,null,19490893,Text Mining,0.6
EPB42,2038,PTGS1,5742,null,20609354,GenomeRNAi,0.506
EPB42,2038,ORM1,5004,null,20609354,GenomeRNAi,0.506
EPB42,2038,SLC22A2,6582,null,20609354,GenomeRNAi,0.506
EPB42,2038,SLC22A1,6580,null,20609354,GenomeRNAi,0.506
EPB42,2038,RET,5979,null,20609354,GenomeRNAi,0.506
EPB42,2038,KIT,3815,null,20609354,GenomeRNAi,0.506
EPB42,2038,PDGFRB,5159,null,20609354,GenomeRNAi,0.506
EPB42,2038,NAE1,8883,null,23100467,GenomeRNAi,0.575
EPB42,2038,PDGFRA,5156,null,20609354,GenomeRNAi,0.506
EPB42,2038,NTRK1,4914,null,20609354,GenomeRNAi,0.506
SMG6,23293,DCTN1,1639,null,25171417,computer analysis,0.3
SDH3,853716,URA1,853664,null,16941010,BioGrid,0.45
ADGRG1,9289,HRAS,3265,null,19490893,GenomeRNAi,0.512
ADGRG1,9289,KRAS,3845,null,19490893,Text Mining,0.6
ADGRG1,9289,NRAS,4893,null,19490893,GenomeRNAi,0.512
GLT1,851383,GPD2,854095,null,23801122,BioGrid,0.4
MRK1,851480,YGK3,853992,null,12529445,BioGrid,0.4
MRK1,851480,MCK1,855409,null,12529445,BioGrid,0.4
C17orf67,339210,LPP,4026,null,29959327,ISLE,0.3
Cdkn1a,12575,Trp53,22059,null,23115424;22611192;22430210;19654313;23470565,Text Mining,1.0
Cdkn1a,12575,Chek1,12649,null,22430210,Text Mining,0.5
Cdkn1a,12575,Timm8a1,30058,null,23470565,Text Mining,0.25
Cdkn1a,12575,Cdkn1b,12576,null,23470565,Text Mining,0.25
TAP2,6891,TUBB1,81027,null,17000754,GenomeRNAi,0.5
TAP2,6891,ZBTB47,92999,null,29959327,ISLE,0.3
RNF6,6049,SDHD,6392,null,25171417,computer analysis,0.3
CREBZF,58487,POU2F1,5451,null,25171417,computer analysis,0.3
CREBZF,58487,PUM2,23369,null,25171417,computer analysis,0.3
CREBZF,58487,IQCB1,9657,null,25171417,computer analysis,0.3
CREBZF,58487,SPCS2,9789,null,25171417,Daisy,0.2
CREBZF,58487,KRAS,3845,null,22613949,Text Mining,0.6
GLE1,2733,TMED2,10959,null,25171417,computer analysis,0.3
GLE1,2733,GRID2,2895,null,25171417,computer analysis,0.3
GLE1,2733,GLUD2,2747,null,25171417,Daisy,0.17
GLE1,2733,CD46,4179,null,25171417,computer analysis,0.3
GLE1,2733,POLE3,54107,null,25171417,Daisy,0.2
GLE1,2733,SPTLC1,10558,null,25171417,Daisy,0.2
GLE1,2733,TBL1XR1,79718,null,25171417,computer analysis,0.3
ECH1,1891,HRAS,3265,null,19490893,GenomeRNAi,0.479
ECH1,1891,KRAS,3845,null,19490893,GenomeRNAi,0.479
ECH1,1891,RBM24,221662,null,29959327,ISLE,0.3
ECH1,1891,NRAS,4893,null,19490893,GenomeRNAi,0.479
ECH1,1891,TXNDC5,81567,null,29959327,ISLE,0.3
snR81,9164973,PUS1,855889,null,26873591,BioGrid,0.4
FANCI,55215,TOPBP1,11073,null,25171417,computer analysis,0.3
FANCI,55215,LIG1,3978,null,25171417,computer analysis,0.3
FANCI,55215,SIRT7,51547,null,29959327,ISLE,0.3
FANCI,55215,NAE1,8883,null,23100467,GenomeRNAi,0.5
FANCI,55215,BUB1,699,null,25171417,computer analysis,0.3
FANCI,55215,RFC4,5984,null,25171417,Daisy,0.2
FANCI,55215,SKP2,6502,null,25171417,computer analysis,0.3
FANCI,55215,PTPRN2,5799,null,29959327,ISLE,0.3
FANCI,55215,DTL,51514,null,25171417,computer analysis,0.3
TAOK1,57551,WDTC1,23038,null,25171417,computer analysis,0.3
TAOK1,57551,SF1,7536,null,25171417,computer analysis,0.3
TAOK1,57551,KRAS,3845,null,19490893,Text Mining,0.6
TAOK1,57551,BRF1,2972,null,25171417,computer analysis,0.3
TAOK1,57551,PDE4C,5143,null,25171417,computer analysis,0.3
TAOK1,57551,USP36,57602,null,25171417,Daisy,0.2
TAOK1,57551,TWIST1,7291,null,29959327,ISLE,0.3
TAOK1,57551,USF2,7392,null,25171417,computer analysis,0.3
OSH7,856389,SWH1,851286,null,11238399,BioGrid,0.4
SNF3,851333,GPR1,851527,null,25541485,BioGrid,0.4
SNF3,851333,HXT2,855023,null,23234240,BioGrid,0.4
SNF3,851333,RTG2,852640,null,10373505,BioGrid,0.4
CHD9,80205,TONSL,4796,null,29959327,ISLE,0.3
CHD9,80205,TWIST1,7291,null,29959327,ISLE,0.3
CHD9,80205,SCRIB,23513,null,29959327,ISLE,0.3
IDI1,3422,INSIG1,3638,null,25171417,computer analysis,0.3
CDK4,1019,MT1X,4501,null,3965078,Decipher,0.5479999999999999
CDK4,1019,CDK9,1025,null,31300006,CRISPR/CRISPRi,0.33
CDK4,1019,POLD1,5424,null,3965078,Decipher,0.542
CDK4,1019,NHP2,55651,null,3965078,Decipher,0.542
CDK4,1019,RAD9A,5883,null,3965078,Decipher,0.5479999999999999
CDK4,1019,UNG,7374,null,3965078,Decipher,0.542
CDK4,1019,CETN2,1069,null,3965078,Decipher,0.536
CDK4,1019,RPL13A,23521,null,3965078,Decipher,0.464
CDK4,1019,RELA,5970,null,3965078,Decipher,0.542
CDK4,1019,PMS2,5395,null,3965078,Decipher,0.557
CDK4,1019,HDAC1,3065,null,28319113,CRISPR screen,0.65
CDK4,1019,EGFR,1956,null,3965078,Decipher,0.545
CDK4,1019,SESN2,83667,null,3965078,Decipher,0.551
CDK4,1019,RAD51,5888,null,3965078,Decipher,0.509
CDK4,1019,POLR2A,5430,null,3965078,Decipher,0.512
CDK4,1019,TNFRSF10B,8795,null,3965078,Decipher,0.545
CDK4,1019,PPM1D,8493,null,3965078,Decipher,0.5539999999999999
CDK4,1019,MAPK12,6300,null,3965078,Decipher,0.536
CDK4,1019,IGF1,3479,null,3965078,Decipher,0.527
CDK4,1019,USP1,7398,null,3965078,Decipher,0.5479999999999999
CDK4,1019,CDK6,1021,null,3965078;20609353,Decipher;Text Mining,0.6175
CDK4,1019,ERCC1,2067,null,3965078,Decipher,0.5479999999999999
CDK4,1019,XRCC2,7516,null,3965078,Decipher,0.56
CDK4,1019,PRKDC,5591,null,28319113,CRISPR screen,0.65
CDK4,1019,WRAP53,55135,null,3965078,Decipher,0.5479999999999999
CDK4,1019,GTF2H1,2965,null,3965078,Decipher,0.5329999999999999
CDK4,1019,H2AC8,3012,null,3965078,Decipher,0.5479999999999999
CDK4,1019,POLD4,57804,null,3965078,Decipher,0.545
CDK4,1019,H4C1,8359,null,3965078,Decipher,0.557
CDK4,1019,POLM,27434,null,3965078,Decipher,0.536
CDK4,1019,RRM1,6240,null,3965078,Decipher,0.521
CDK4,1019,RAD23B,5887,null,3965078,Decipher,0.542
CDK4,1019,TOP1,7150,null,28319113,CRISPR screen,0.65
CDK4,1019,PIK3CA,5290,null,26174628,Text Mining,0.56
CDK4,1019,ERBB2,2064,null,28319113,CRISPR screen,0.65
CDK4,1019,SSBP1,6742,null,3965078,Decipher,0.512
CDK4,1019,MDM2,4193,null,3965078,Decipher,0.527
CDK4,1019,POLE,5426,null,3965078,Decipher,0.524
CDK4,1019,ZBTB32,27033,null,3965078,Decipher,0.5479999999999999
CDK4,1019,TARBP2,6895,null,25171417,Daisy,0.2
CDK4,1019,IGFBP3,3486,null,3965078,Decipher,0.557
CDK4,1019,KRAS,3845,null,26114963,textmining,0.2
CDK4,1019,MTOR,2475,null,3965078,Decipher,0.557
CDK4,1019,PARP1,142,null,3965078;23792647,Decipher;Text Mining,0.6355
CDK4,1019,DNTT,1791,null,3965078,Decipher,0.545
CDK4,1019,VHL,7428,null,28319113,CRISPR screen,0.65
CDK4,1019,PARP2,10038,null,3965078,Decipher,0.5539999999999999
CDK4,1019,RBX1,9978,null,3965078,Decipher,0.557
CDK4,1019,CHEK2,11200,null,28319113,CRISPR screen,0.65
CDK4,1019,TP53,7157,null,23728082,computer analysis,0.3
CDK4,1019,KDR,3791,null,3965078,Decipher,0.551
SGS1,855228,LST8,855726,null,23390603,BioGrid,0.25
SGS1,855228,LSM3,851159,null,23390603,BioGrid,0.25
SGS1,855228,SNU114,853681,null,23390603,BioGrid,0.25
SGS1,855228,SMD1,852964,null,23390603,BioGrid,0.25
SGS1,855228,UTP21,851125,null,23390603,BioGrid,0.25
SGS1,855228,SDO1,850709,null,23390603,BioGrid,0.25
SGS1,855228,NOP8,854021,null,23390603,BioGrid,0.25
SGS1,855228,SUA5,852707,null,23390603,BioGrid,0.25
SGS1,855228,CSM1,850447,null,16487579,BioGrid,0.25
SGS1,855228,RSA4,850435,null,23390603,BioGrid,0.25
SGS1,855228,UFD1,852939,null,23390603,BioGrid,0.25
SGS1,855228,PRP31,852983,null,23390603,BioGrid,0.25
SGS1,855228,MSL5,850807,null,23390603,BioGrid,0.25
SGS1,855228,YEN1,856764,null,25030699,BioGrid,0.4
SGS1,855228,TFB1,851906,null,23390603,BioGrid,0.25
SGS1,855228,ALG14,852362,null,23390603,BioGrid,0.25
SGS1,855228,URC2,852133,null,16487579,BioGrid,0.25
SGS1,855228,YTM1,854446,null,23390603,BioGrid,0.25
SGS1,855228,SMC5,854123,null,23390603,BioGrid,0.25
SGS1,855228,HEM15,854347,null,23390603,BioGrid,0.25
SGS1,855228,SLX8,856852,null,25588990,BioGrid,0.4
SGS1,855228,SPC34,853909,null,23390603,BioGrid,0.25
SGS1,855228,NOP58,854487,null,23390603,BioGrid,0.25
SGS1,855228,ORC2,852352,null,23390603,BioGrid,0.25
SGS1,855228,GAS5,854127,null,15525520,BioGrid,0.25
SGS1,855228,NUP60,851263,null,22820947,BioGrid,0.4
SGS1,855228,PRP2,855745,null,23390603,BioGrid,0.25
SGS1,855228,ACP1,853642,null,23390603,BioGrid,0.25
SGS1,855228,TOM40,855243,null,23390603,BioGrid,0.25
SGS1,855228,TRZ1,853954,null,23390603,BioGrid,0.25
SGS1,855228,UBP7,854650,null,26740628,BioGrid,0.4
SGS1,855228,YRB1,851565,null,23390603,BioGrid,0.25
SGS1,855228,RFC1,854392,null,23390603,BioGrid,0.25
SGS1,855228,CDC19,851193,null,23390603,BioGrid,0.25
SGS1,855228,RPB11,854157,null,23390603,BioGrid,0.25
SGS1,855228,RNH203,850847,null,24550002,BioGrid,0.4
SGS1,855228,ARP3,853528,null,23390603,BioGrid,0.25
SGS1,855228,ASK1,853814,null,23390603,BioGrid,0.25
SGS1,855228,TOP3,850935,null,12036100,BioGrid,0.4
SGS1,855228,MRE11,855264,null,30510002,BioGrid,0.4
SGS1,855228,MCM6,852673,null,23390603,BioGrid,0.25
SGS1,855228,NSG2,855566,null,15525520,BioGrid,0.25
SGS1,855228,SKT5,852218,null,15525520,BioGrid,0.25
SGS1,855228,RRP46,852987,null,23390603,BioGrid,0.25
SGS1,855228,ARC15,854748,null,23390603,BioGrid,0.25
SGS1,855228,ALG13,852835,null,23390603,BioGrid,0.25
SGS1,855228,UBC1,851757,null,23390603,BioGrid,0.25
SGS1,855228,HRP1,853997,null,23390603,BioGrid,0.25
SGS1,855228,EFB1,851260,null,23390603,BioGrid,0.25
SGS1,855228,PRP18,852889,null,23390603,BioGrid,0.25
SGS1,855228,GPI13,850628,null,23390603,BioGrid,0.25
SGS1,855228,SLX1,852529,null,22500800,BioGrid,0.4
SGS1,855228,TRM112,855782,null,23390603,BioGrid,0.25
SGS1,855228,TPT1,854051,null,23390603,BioGrid,0.25
SGS1,855228,YCG1,851925,null,23390603,BioGrid,0.25
SGS1,855228,CDC13,851306,null,21399640,BioGrid,0.4
SGS1,855228,PRT1,854543,null,23390603,BioGrid,0.25
SGS1,855228,PSE1,855356,null,23390603,BioGrid,0.25
SGS1,855228,LUC7,851471,null,23390603,BioGrid,0.25
SGS1,855228,ACL4,851739,null,22820947,BioGrid,0.4
SGS1,855228,NUP133,853957,null,16487579,BioGrid,0.25
SGS1,855228,BRE1,851485,null,25275495,BioGrid,0.4
SGS1,855228,BBP1,855820,null,23390603,BioGrid,0.25
SGS1,855228,RPL24A,852852,null,14764870,BioGrid,0.25
SGS1,855228,GCD14,853317,null,23390603,BioGrid,0.25
SGS1,855228,SNM1,852089,null,23390603,BioGrid,0.25
SGS1,855228,SNU71,852896,null,23390603,BioGrid,0.25
SGS1,855228,SLX5,851549,null,18931302,BioGrid,0.25
SGS1,855228,EST2,851028,null,11231130,BioGrid,0.4
SGS1,855228,RPN7,856223,null,23390603,BioGrid,0.25
SGS1,855228,IRR1,854786,null,23390603,BioGrid,0.25
SGS1,855228,IPA1,853606,null,23390603,BioGrid,0.25
SGS1,855228,PRP43,852757,null,23390603,BioGrid,0.25
SGS1,855228,MOB2,850508,null,23390603,BioGrid,0.25
SGS1,855228,UME6,851788,null,16487579,BioGrid,0.25
SGS1,855228,RPN12,850613,null,23390603,BioGrid,0.25
SGS1,855228,PDS5,855099,null,23390603,BioGrid,0.25
SGS1,855228,GCD11,856746,null,23390603,BioGrid,0.25
SGS1,855228,PZF1,856316,null,23390603,BioGrid,0.25
SGS1,855228,SPH1,851023,null,16487579,BioGrid,0.25
SGS1,855228,SRB7,851903,null,23390603,BioGrid,0.25
SGS1,855228,CLA4,855418,null,16487579,BioGrid,0.25
SGS1,855228,GAL80,854954,null,22820947,BioGrid,0.4
SGS1,855228,TFA2,853936,null,23390603,BioGrid,0.25
SGS1,855228,MTF1,855268,null,16487579,BioGrid,0.25
SGS1,855228,NOB1,854221,null,23390603,BioGrid,0.25
SGS1,855228,PTA1,851255,null,23390603,BioGrid,0.25
SGS1,855228,RAD50,855471,null,30510002,BioGrid,0.4
SGS1,855228,ESF2,855790,null,23390603,BioGrid,0.25
SGS1,855228,HSF1,852806,null,23390603,BioGrid,0.25
SGS1,855228,MAK5,852439,null,23390603,BioGrid,0.25
SGS1,855228,SEC14,855103,null,23390603,BioGrid,0.25
SGS1,855228,TFB3,852071,null,23390603,BioGrid,0.25
SGS1,855228,MED8,852492,null,23390603,BioGrid,0.25
SGS1,855228,BET5,854898,null,23390603,BioGrid,0.25
SGS1,855228,NHP10,851562,null,25701287,BioGrid,0.4
SGS1,855228,MCM2,852258,null,23390603,BioGrid,0.25
SGS1,855228,RAD9,851803,null,24278365,BioGrid,0.4
SGS1,855228,DIB1,856197,null,23390603,BioGrid,0.25
SGS1,855228,KAR2,853418,null,23390603,BioGrid,0.25
SGS1,855228,ERG13,854913,null,23390603,BioGrid,0.25
SGS1,855228,UAF30,854470,null,15525520,BioGrid,0.25
SGS1,855228,DOP1,851719,null,23390603,BioGrid,0.25
SGS1,855228,HEM12,851617,null,23390603,BioGrid,0.25
SGS1,855228,SAH1,856766,null,23390603,BioGrid,0.25
SGS1,855228,POL30,852385,null,23390603,BioGrid,0.25
SGS1,855228,SGT1,854222,null,23390603,BioGrid,0.25
SGS1,855228,BCP1,851963,null,23390603,BioGrid,0.25
SGS1,855228,CFT1,851895,null,23390603,BioGrid,0.25
SGS1,855228,BUD3,850345,null,22820947,BioGrid,0.4
SGS1,855228,NOP7,852995,null,23390603,BioGrid,0.25
SGS1,855228,DPM1,856313,null,23390603,BioGrid,0.25
SGS1,855228,NFI1,854327,null,17669696,BioGrid,0.4
SGS1,855228,MPH1,854818,null,19995966,BioGrid,0.4
SGS1,855228,TOM22,855592,null,23390603,BioGrid,0.25
SGS1,855228,STT4,851014,null,23390603,BioGrid,0.25
SGS1,855228,RPN6,851461,null,23390603,BioGrid,0.25
SGS1,855228,CAB1,852144,null,23390603,BioGrid,0.25
SGS1,855228,RPC40,856226,null,23390603,BioGrid,0.25
SGS1,855228,RRS1,854469,null,23390603,BioGrid,0.25
SGS1,855228,RPN11,850554,null,23390603,BioGrid,0.25
SGS1,855228,SEC31,851332,null,23390603,BioGrid,0.25
SGS1,855228,RSC3,851897,null,23390603,BioGrid,0.25
SGS1,855228,PRP16,853961,null,23390603,BioGrid,0.25
SGS1,855228,SIS1,855725,null,23390603,BioGrid,0.25
SGS1,855228,NOP2,855664,null,23390603,BioGrid,0.25
SGS1,855228,NNF1,853576,null,23390603,BioGrid,0.25
SGS1,855228,RPL32,852185,null,23390603,BioGrid,0.25
SGS1,855228,RTP1,855223,null,23390603,BioGrid,0.25
SGS1,855228,VHT1,852956,null,23390603,BioGrid,0.25
SGS1,855228,USB1,850823,null,23390603,BioGrid,0.25
SGS1,855228,GPN3,850944,null,23390603,BioGrid,0.25
SGS1,855228,LCB1,855342,null,23390603,BioGrid,0.25
SGS1,855228,MET4,855620,null,23390603,BioGrid,0.25
SGS1,855228,NSL1,855843,null,23390603,BioGrid,0.25
SGS1,855228,MEC3,850995,null,17114288,BioGrid,0.4
SGS1,855228,ULP1,856087,null,23390603,BioGrid,0.25
SGS1,855228,MGS1,855503,null,21911365,BioGrid,0.4
SGS1,855228,ELG1,854315,null,22820947,BioGrid,0.4
SGS1,855228,EAF1,851962,null,16487579,BioGrid,0.25
SGS1,855228,NUP170,852199,null,16487579,BioGrid,0.25
SGS1,855228,ARP4,853364,null,23390603,BioGrid,0.25
SGS1,855228,STU2,850734,null,23390603,BioGrid,0.25
SGS1,855228,WSS1,856536,null,20516210,BioGrid,0.4
SGS1,855228,POP5,851200,null,23390603,BioGrid,0.25
SGS1,855228,YCS4,850977,null,23390603,BioGrid,0.25
SGS1,855228,TUB2,850506,null,23390603,BioGrid,0.25
SGS1,855228,PFY1,854289,null,23390603,BioGrid,0.25
SGS1,855228,CTF18,855102,null,16487579,BioGrid,0.25
SGS1,855228,MED4,854345,null,23390603,BioGrid,0.25
SGS1,855228,CDC31,854431,null,23390603,BioGrid,0.25
SGS1,855228,RRN6,852269,null,23390603,BioGrid,0.25
SGS1,855228,HRT1,853986,null,23390603,BioGrid,0.25
SGS1,855228,LRS4,852049,null,16487579,BioGrid,0.25
SGS1,855228,RNH201,855652,null,22820947,BioGrid,0.4
SGS1,855228,PRP24,855310,null,23390603,BioGrid,0.25
SGS1,855228,TIF5,856154,null,23390603,BioGrid,0.25
SGS1,855228,RAD26,853492,null,15525520,BioGrid,0.25
SGS1,855228,UTP14,854881,null,23390603,BioGrid,0.25
SGS1,855228,RPB7,852013,null,23390603,BioGrid,0.25
SGS1,855228,SEC26,851824,null,23390603,BioGrid,0.25
SGS1,855228,CDC48,851431,null,23390603,BioGrid,0.25
SGS1,855228,PCF11,851814,null,23390603,BioGrid,0.25
SGS1,855228,TFG1,853098,null,23390603,BioGrid,0.25
SGS1,855228,TYS1,853097,null,23390603,BioGrid,0.25
SGS1,855228,UBC4,852376,null,16487579,BioGrid,0.25
SGS1,855228,SIZ1,852018,null,22820947,BioGrid,0.4
SGS1,855228,SPC3,850755,null,23390603,BioGrid,0.25
SGS1,855228,TSC10,852568,null,23390603,BioGrid,0.25
SGS1,855228,CWC25,855476,null,23390603,BioGrid,0.25
SGS1,855228,TIM22,851309,null,23390603,BioGrid,0.25
SGS1,855228,NPT1,854384,null,16487579,BioGrid,0.25
SGS1,855228,NOP4,856063,null,23390603,BioGrid,0.25
SGS1,855228,MTR2,853649,null,23390603,BioGrid,0.25
SGS1,855228,MCM4,856130,null,21242538,BioGrid,0.4
SGS1,855228,SIS2,853946,null,14764870,BioGrid,0.25
SGS1,855228,PSF3,854019,null,23390603,BioGrid,0.25
SGS1,855228,DBP5,854211,null,23390603,BioGrid,0.25
SGS1,855228,RRB1,855161,null,23390603,BioGrid,0.25
SGS1,855228,PUB1,855716,null,14764870,BioGrid,0.25
SGS1,855228,RPS31,850864,null,23390603,BioGrid,0.25
SGS1,855228,VTI1,855237,null,23390603,BioGrid,0.25
SGS1,855228,ESC2,851965,null,16487579,BioGrid,0.25
SGS1,855228,SED5,850713,null,23390603,BioGrid,0.25
SGS1,855228,SEN2,850795,null,23390603,BioGrid,0.25
SGS1,855228,PGA1,855564,null,23390603,BioGrid,0.25
SGS1,855228,SWE1,853252,null,14764870,BioGrid,0.25
SGS1,855228,RPA43,854518,null,23390603,BioGrid,0.25
SGS1,855228,ARB1,856758,null,23390603,BioGrid,0.25
SGS1,855228,RSC4,853877,null,23390603,BioGrid,0.25
SGS1,855228,NPL3,852042,null,16487579,BioGrid,0.25
SGS1,855228,BRX1,854078,null,23390603,BioGrid,0.25
SGS1,855228,SOG2,854535,null,23390603,BioGrid,0.25
SGS1,855228,SRM1,852782,null,23390603,BioGrid,0.25
SGS1,855228,WRS1,854056,null,23390603,BioGrid,0.25
SGS1,855228,PRP38,852966,null,23390603,BioGrid,0.25
SGS1,855228,FRS2,850522,null,23390603,BioGrid,0.25
SGS1,855228,RPA190,854519,null,23390603,BioGrid,0.25
SGS1,855228,FCF1,851939,null,23390603,BioGrid,0.25
SGS1,855228,PSF1,851576,null,23390603,BioGrid,0.25
SGS1,855228,RRP17,852021,null,23390603,BioGrid,0.25
SGS1,855228,UTP15,855118,null,23390603,BioGrid,0.25
SGS1,855228,GLE1,851320,null,23390603,BioGrid,0.25
SGS1,855228,RTT107,856559,null,22820947,BioGrid,0.4
SGS1,855228,RLP7,855730,null,23390603,BioGrid,0.25
SGS1,855228,TOA1,854369,null,23390603,BioGrid,0.25
SGS1,855228,CDC24,851190,null,23390603,BioGrid,0.25
SGS1,855228,CCA1,856915,null,23390603,BioGrid,0.25
SGS1,855228,DUN1,851457,null,16487579,BioGrid,0.25
SGS1,855228,TAF5,852497,null,23390603,BioGrid,0.25
SGS1,855228,SOD1,853568,null,16487579,BioGrid,0.25
SGS1,855228,POB3,854933,null,23390603,BioGrid,0.25
SGS1,855228,PET9,852250,null,23390603,BioGrid,0.25
SGS1,855228,RNR1,856801,null,14764870,BioGrid,0.25
SGS1,855228,TRS20,852556,null,23390603,BioGrid,0.25
SGS1,855228,SSL2,854663,null,23390603,BioGrid,0.25
SGS1,855228,TAF4,855017,null,23390603,BioGrid,0.25
SGS1,855228,ISW2,854480,null,25701287,BioGrid,0.4
SGS1,855228,FLX1,854672,null,22820947,BioGrid,0.4
SGS1,855228,MAK21,851632,null,23390603,BioGrid,0.25
SGS1,855228,HST3,854190,null,22820947,BioGrid,0.4
SGS1,855228,PWP1,850893,null,23390603,BioGrid,0.25
SGS1,855228,DFR1,854411,null,23390603,BioGrid,0.25
SGS1,855228,POL32,853500,null,25457771,BioGrid,0.4
SGS1,855228,GRC3,850624,null,23390603,BioGrid,0.25
SGS1,855228,RET3,856097,null,23390603,BioGrid,0.25
SGS1,855228,MRPS18,855410,null,23390603,BioGrid,0.25
SGS1,855228,MMS4,852395,null,29786095,BioGrid,0.4
SGS1,855228,RIB2,854088,null,23390603,BioGrid,0.25
SGS1,855228,TAP42,855043,null,23390603,BioGrid,0.25
SGS1,855228,FAL1,851584,null,23390603,BioGrid,0.25
SGS1,855228,NSE1,850693,null,23390603,BioGrid,0.25
SGS1,855228,VID22,851088,null,22820947,BioGrid,0.4
SGS1,855228,YKU70,855328,null,21876003,BioGrid,0.4
SGS1,855228,MUS81,851994,null,16487579,BioGrid,0.25
SGS1,855228,SGD1,851049,null,23390603,BioGrid,0.25
SGS1,855228,REV3,855936,null,25457771,BioGrid,0.4
SGS1,855228,RAD27,853747,null,16487579,BioGrid,0.25
SGS1,855228,XRS2,851975,null,24097410,BioGrid,0.4
SGS1,855228,CDS1,852317,null,23390603,BioGrid,0.25
SGS1,855228,POP3,855439,null,23390603,BioGrid,0.25
SGS1,855228,RSC6,850419,null,23390603,BioGrid,0.25
SGS1,855228,LAS1,853937,null,23390603,BioGrid,0.25
SGS1,855228,PAT1,850440,null,16487579,BioGrid,0.25
SGS1,855228,ROT1,855240,null,23390603,BioGrid,0.25
SGS1,855228,TAH11,853504,null,23390603,BioGrid,0.25
SGS1,855228,APN1,853746,null,25457771,BioGrid,0.4
SGS1,855228,ARC35,855771,null,23390603,BioGrid,0.25
SGS1,855228,SHR3,851314,null,23390603,BioGrid,0.25
SGS1,855228,BET3,853942,null,23390603,BioGrid,0.25
SGS1,855228,RKI1,854262,null,23390603,BioGrid,0.25
SGS1,855228,RNH202,851873,null,22820947,BioGrid,0.4
SGS1,855228,BOS1,850767,null,23390603,BioGrid,0.25
SGS1,855228,PKC1,852169,null,23390603,BioGrid,0.25
SGS1,855228,TUB4,850909,null,23390603,BioGrid,0.25
SGS1,855228,DBP2,855611,null,23390603,BioGrid,0.25
SGS1,855228,JIP5,856298,null,23390603,BioGrid,0.25
SGS1,855228,PAN1,854822,null,23390603,BioGrid,0.25
SGS1,855228,TEL1,852190,null,25457771,BioGrid,0.4
SGS1,855228,SPC24,855144,null,23390603,BioGrid,0.25
SGS1,855228,UTP13,850919,null,23390603,BioGrid,0.25
SGS1,855228,CDC11,853539,null,23390603,BioGrid,0.25
SGS1,855228,NHP2,851319,null,23390603,BioGrid,0.25
SGS1,855228,SHU1,856383,null,21741981,BioGrid,0.4
SGS1,855228,MCM5,850980,null,23390603,BioGrid,0.25
SGS1,855228,TIF6,856126,null,23390603,BioGrid,0.25
SGS1,855228,NUP159,854691,null,23390603,BioGrid,0.25
SGS1,855228,VIP1,851126,null,15525520,BioGrid,0.25
SGS1,855228,IPP1,852296,null,23390603,BioGrid,0.25
SGS1,855228,AFG2,851113,null,23390603,BioGrid,0.25
SGS1,855228,DBF4,851623,null,28096179,BioGrid,0.4
SGS1,855228,ARP8,854309,null,16487579,BioGrid,0.25
SGS1,855228,RPL42A,855560,null,23390603,BioGrid,0.25
SGS1,855228,RNT1,855280,null,23390603,BioGrid,0.25
SGS1,855228,DCP1,854016,null,23390603,BioGrid,0.25
SGS1,855228,NUP84,851441,null,16487579,BioGrid,0.25
SGS1,855228,RPN5,851408,null,23390603,BioGrid,0.25
SGS1,855228,TIF11,855302,null,23390603,BioGrid,0.25
SGS1,855228,PIK1,855454,null,23390603,BioGrid,0.25
SGS1,855228,SMC3,853371,null,23390603,BioGrid,0.25
SGS1,855228,TIM12,852388,null,23390603,BioGrid,0.25
SGS1,855228,ASC1,855143,null,15525520,BioGrid,0.25
SGS1,855228,RSC58,850720,null,23390603,BioGrid,0.25
SGS1,855228,RAD54,852713,null,16487579,BioGrid,0.25
SGS1,855228,MMS1,856293,null,22820947,BioGrid,0.4
SGS1,855228,DPB11,853355,null,23390603,BioGrid,0.25
SGS1,855228,RIB7,852450,null,23390603,BioGrid,0.25
SGS1,855228,TOP1,854156,null,22820947,BioGrid,0.4
SGS1,855228,RPS20,856371,null,23390603,BioGrid,0.25
SGS1,855228,SLD7,854226,null,23390603,BioGrid,0.25
SGS1,855228,ARP2,851532,null,23390603,BioGrid,0.25
SGS1,855228,HYP2,856677,null,23390603,BioGrid,0.25
SGS1,855228,RRP42,851447,null,23390603,BioGrid,0.25
SGS1,855228,TFA1,853840,null,23390603,BioGrid,0.25
SGS1,855228,LTE1,851209,null,16487579,BioGrid,0.25
